epoch,train_loss,lr,val_loss,val_roc_auc,val_pr_auc,val_f1,val_recall,val_specificity,val_accuracy,seconds
1,0.8991682454943657,0.0001,0.918848557131631,0.6183388652942707,0.07867141382853582,0.07227796273169361,0.18295590165890915,0.8592179355582568,0.8426501035196686,29.5
2,0.7246071522434553,0.0001,0.9021247369902474,0.6679282805388825,0.0987742361790918,0.072301287441994,0.1895677839286862,0.8827639659952633,0.8633540372670806,28.7
3,0.584468312561512,0.0001,0.9153245942933219,0.6741396694450044,0.09527640232945092,0.07715299155599982,0.1470969089390142,0.9135709586617866,0.8899240855762596,28.8
4,0.4889225686589877,0.0001,0.9641043799264091,0.6677684210269451,0.11304250474741194,0.07289612484712303,0.1227562955006564,0.9351095479510522,0.9089026915113871,26.9
5,0.3817088380455971,0.0001,1.0135597842080253,0.6362912084769625,0.12867505664748063,0.08799030976026775,0.14454290488125074,0.9345966493549476,0.9106280193236715,20.2
6,0.283962940176328,0.0001,1.1004346438816615,0.6191215665607148,0.1313489894725717,0.07345515553911355,0.10610007160759041,0.9519960780392491,0.9240855762594894,20.4
